id,title,year,source_id,rank,score,my_decision,total_decisions,include_count,exclude_count,maybe_count,has_conflict,final_decision,consensus_comment,consensus_resolved_by,consensus_resolved_at,consensus_is_auto,labels,my_note
471742,An Efficient Resource Allocation Scheme With Uncertain Network Status in Edge Computing-Enabled Networks,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.216097+00:00,True,CE3,
471793,An experience report on teaching multiple design thinking techniques to software engineering students,2018,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:19:05.289293+00:00,True,CE5,
471691,An Experience Report on the Use of Experience Maps and Sketches in a Database Course Project,2018,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:20:24.647635+00:00,True,CE5,
471799,An Experience Report on the use of Problem-based learning and Design Thinking in a Requirements Engineering Postgraduate Course,2023,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:20:47.029026+00:00,True,CE5,
471717,An Initial Usability Testing for Improving Acceptance Criteria in A Scrum Project: An Angkasa LMS case study,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.664969+00:00,True,CE3,
471725,An Introduction to Experience Requirements,2010,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.810628+00:00,True,CE7,
471811,An Investigation into Appropriation of Portable Smart Devices by Users with Aphasia,2015,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.822187+00:00,True,CE7,
471715,"“A peaceful revolution“: Community planning and water system assessment in San Lucas Tolimán, Guatemala",2009,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.620110+00:00,True,CI1,
471604,Application of User Experience Method to Determine User Requirements in Remote Patient Monitoring Systems: Systematic Literature Review,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.016723+00:00,True,CE6,
471747,Artificial Intelligence-Driven Beamforming: Integrating Intelligent Antenna Arrays to Improve the Performance of 5G Networks,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.344454+00:00,True,CE3,
471684,AR Training for Paragliding Pilots: An Investigation of User Experience and Requirements,2019,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:21:25.309630+00:00,True,CE4,
471802,A scenario- and observation-based requirement analysis for delivery of remote mining services,2012,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:21:50.875049+00:00,True,CE7,
471674,A study on effective knowledge reuse in multi-platform web applications user interfaces,2015,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.695995+00:00,True,CE3,
471724,A survey of Cloud Auction mechanisms & decision making in Cloud Market to achieve highest resource & cost efficiency,2016,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.792441+00:00,True,CE3,
471749,"A Systematic Review of Chatbot Development: Technological Advancements, Applications, and Quality Attributes",2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.387784+00:00,True,CE6,
471636,A Use Case based requirements specification approach to support the development of a rehabilitation system for CVD patients: The PATHway project,2017,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.993740+00:00,True,CE3,
471600,A User-Centered Design Approach to Self-Service Ticket Vending Machines,2013,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.926814+00:00,True,CE3,
471756,"Automation Experience across Domains: Designing for Intelligibility, Interventions, Interplay and Integrity",2020,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.520786+00:00,True,CE7,
471723,"Beyond ePortfolios: Creating, Exploiting, and Archiving Activity Traces, Learning Outcomes, and Learning Analytics as Personal Shareable Online Spaces",2017,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.774495+00:00,True,CE3,
471766,Biblioteca digital inclusiva no ensino superior,2010,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.764151+00:00,True,CE7,
471761,Breaking the UCD Process: The Case Study of a Failed Mexican Government Project,2016,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:22:12.851621+00:00,True,CE7,
471821,Bridge for buttons - a GUI design methodology applied in non-GUI consumer product design,2000,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.163020+00:00,True,CI1,
471639,Bridging the Gap Between Usability and Requirements Engineering,2009,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.048147+00:00,True,CI1,
471739,Building Secure and Decentralized Survey Methodology: A Comprehensive Solution with FIDO2 Authentication and Fluree,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.104856+00:00,True,CE3,
471720,CAD of microsystems-a challenge for systems engineering,1996,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.720308+00:00,True,CE7;CI1,
471819,C&amp;T '09: Proceedings of the fourth international conference on Communities and technologies,2009,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.094724+00:00,True,CE1;CI1,
471734,Capturing and validating personalization requirements in Web applications,2010,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:23:00.081036+00:00,True,CE3,
471797,Characterizing human aspects in reviews of COVID-19 apps,2022,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.519850+00:00,True,CE2,
471710,Characterizing Human Aspects in Reviews of COVID-19 Apps,2022,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:23:22.292011+00:00,True,CE5,
471755,CiApplication: A User-centered Web App for Postoperative Cochlear Implant Rehabilitation,2025,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.498482+00:00,True,CE3,
471770,Clash of Requirements: Users First vs. Model First,2025,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:23:45.032260+00:00,True,CE7,
471825,CMAPS: a cosynthesis methodology for application-oriented parallel systems,2000,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.279388+00:00,True,CE3;CI1,
471784,Co-Designing Augmented Paper for Health Education with Older Adults,2025,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:24:44.434853+00:00,True,CE3,
471660,Co-Design of Gamified Mixed Reality Applications,2018,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.432153+00:00,True,CE7,
471652,Context-based Service Adaptation Platform: Improving the User Experience towards Mobile Location Services,2008,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.287572+00:00,True,CI1,
471804,CrossGAI: A Cross-Device Generative AI Framework for Collaborative Fashion Design,2024,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.675095+00:00,True,CE3,
471816,Design and evaluation of a children's tablet video application,2014,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.973402+00:00,True,CE3,
471741,Design and Implementation of a Dashboard System for Monitoring Key Performance Indicators in Digitalized Higher Education Institutions: A Case Study,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.180577+00:00,True,CE3,
471721,Design and simulation of heterogeneous embedded systems,2000,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.738452+00:00,True,CI1,
471824,Design and Simulation of Heterogeneous Embedded Systems,2000,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.261147+00:00,True,CE3;CI1,
471692,Design Approach in Conference Management System with EZDESK Dashboard for Digital Ecosystem,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.125853+00:00,True,CE3,
471796,Designing Adaptive Career Recommender Interfaces: Insights from South African University Students,2025,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.497254+00:00,True,CE3,
471810,Designing affective animations with children as design partners using role-playing,2011,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:25:09.251110+00:00,True,CE4,
471765,Designing a gamified social platform for people living with dementia and their live-in family caregivers,2018,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.746790+00:00,True,CE3,
471760,Designing a User-Centered Interactive Data-Storytelling Framework,2020,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.646463+00:00,True,CE3,
471693,Designing Interaction of Institut Teknologi Bandung Mental Health Services,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.143806+00:00,True,CE3,
471594,Designing User-friendly Medical AI Applications - Methodical Development of User-centered Design Guidelines,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.772744+00:00,True,CE3,
471653,Designing Village Idea Lab as Digital-based Incubator of Ideas and Innovation in Efforts to Establish New Entrepreneurs on Village Youth in East Java,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.305621+00:00,True,CE3,
471632,Design of Job Placement Center Dashboard for Monitoring Alumni Performance in Job Fair Application,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.859557+00:00,True,CE3,
471640,Design of Multilingual Augmented Reality Application for Rupiah Paper Currency Recognition,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.066320+00:00,True,CE3,
471782,Determining User Requirements for a Tailored Web-Based Inventory and Sales Management System in Micro-Small Construction Supply Stores using Design Thinking,2024,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.081580+00:00,True,CE3,
471648,Develop a Wed-Based Platform Using User-Oriented Design for Knowledge Management System,2017,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.212729+00:00,True,CE7,
471712,"Developing a Multimodal Entertainment Tool with Intuitive Navigation, Hands-Free Control, and Avatar Features, to Increase User Interactivity",2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.517389+00:00,True,CE3,
471676,Developing a part-time lecturer appointment notification system using UCD,2015,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.731975+00:00,True,CE3,
471737,Developing a Unified Framework Integrating Web Engineering and SDLC Methodologies,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.060441+00:00,True,CE3,
471669,Development and Evaluation of M-Learning Application for Learning the Foundation of Islamic Knowledge,2020,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.601857+00:00,True,CE3,
471789,Development of a flexible and interoperable architecture to customize clinical solutions targeting the care of multimorbid patients,2023,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.253853+00:00,True,CE3,
471622,Development of Cough Detection Pre-Screening System Architecture Methodology Using PSKVE-S with a Design Thinking Approach,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.532279+00:00,True,CE3,
471671,Digital Designer: Emulation of Empathy-Driven Design with Generative AI,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.637792+00:00,True,CE7,
471623,Digital Design - Shaping a Sustainable Digital Future Requires a New Holistic Design Approach,2023,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:25:40.442123+00:00,True,CE1,
471680,Digital Twins for Data-Driven Path Finding on University Campus Navigation,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.805159+00:00,True,CE3,
471602,Digitizing the Hand Rehabilitation Using Serious Games Methodology with User-Centered Design Approach,2016,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.971942+00:00,True,CE3,
471823,DIS '06: Proceedings of the 6th conference on Designing Interactive systems,2006,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.230124+00:00,True,CE1;CI1,
471662,Domain Specific Case Tool for ICT-Enabled Service Design,2014,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:26:23.351656+00:00,True,CE3,
471599,DT4RE: Design Thinking for Requirements Engineering: A Tutorial on Human-Centered and Structured Requirements Elicitation,2018,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:26:45.627745+00:00,True,CE7,
471778,Dual-Track UX: A User Experience Evaluation Method for B2B SaaS Development,2025,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:28:17.321090+00:00,True,CE3,
471822,EICS '11: Proceedings of the 3rd ACM SIGCHI symposium on Engineering interactive computing systems,2011,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.196499+00:00,True,CE1;CE7,
471818,EICS '14: Proceedings of the 2014 ACM SIGCHI symposium on Engineering interactive computing systems,2014,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.056423+00:00,True,CE1;CE7,
471752,"Eighth ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing-Title",2007,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.439916+00:00,True,CE1;CE7,
471735,Emerging models and e-infrastructures for teacher education,2011,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.015619+00:00,True,CE3,
471598,Enhancing Tourism Applications with User-Centered Design and Usability Testing Interface and Experience Study,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.882248+00:00,True,CE3,
471773,Evaluating the Impact of Accessibility Testing Tool Usage Across the Software Development Lifecycle in Student Projects,2026,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.900495+00:00,True,CE3,
471813,Evolving requirements in socio-technical systems: concepts and practice,2011,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.865252+00:00,True,CE3,
471679,Experiences integrating sophisticated user experience design practices into agile processes,2005,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.786984+00:00,True,CI1,
471597,Experiences with User-Centered Design for the Tigres Workflow API,2014,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.859845+00:00,True,CE3,
471771,Experimenting with the use of persona in a focus group discussion with older adults in Malaysia,2009,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.860476+00:00,True,CI1,
471713,Exploring Societal Health Insights: Decentralized Distributed Topic Modeling,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.553110+00:00,True,CE3,
471706,Exploring the tension between user's and main stakeholder's goals: The role of Client Scenarios,2010,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:28:37.345240+00:00,True,CE7,
471615,Exploring Trends of Potential User Experience of Online Classroom on Virtual Platform for Higher Education during COVID-19 Epidemic: A Case in China,2020,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.375757+00:00,True,CE3,
471664,Focusing Requirements Elicitation by Using a UX Measurement Method,2018,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:28:52.958981+00:00,True,CE4,
471686,From Crop to Click - Organic and Digital Transformation of Out-of- Home Catering Value Chains in Germany,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.956056+00:00,True,CE3,
471758,From Human-Computer Interaction to User Experience: Evolving Curriculum to Meet Student Needs,2020,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.571258+00:00,True,CE7,
471727,From QoS to QoE Plus QoT in Beyond 5G Networks,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.846477+00:00,True,CE3,
471654,Granular Modeling of User Experience in Load Testing with Automated UI Tests,2021,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.323698+00:00,True,CE3,
471630,Harnessing Cognitive and Psychological Theories for RE: Navigating Emotions in the Ocean of Requirements Elicitation,2023,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:30:12.329776+00:00,True,CE7,
471689,HCI usability techniques in agile development,2016,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.071423+00:00,True,CE6,
471757,Historytelling: a Website for the Elderly A Human-Centered Design Approach,2016,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:30:40.753746+00:00,True,CE7,
471759,How to apply human-centered design process (HCDP) to software development process?,2017,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.617350+00:00,True,CE2,
471592,How to Apply Human-Centered Design Process (HCDP) to Software Development Process?,2017,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:30:57.926823+00:00,True,CE2,
471753,"Human Factors and Ergonomics [review of ""Human Factors and Ergonomics in Consumer Product Design: Methods and Techniques"" (Karwpwski, W., Eds. et al; 2011)]",2012,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.458071+00:00,True,CE1;CE7,
471644,Human-Library Interaction: A Self-Service Library Management System Using Sequential Multimodal Interface,2019,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.140045+00:00,True,CE3,
471762,HypAR: Situated Mineralogy Exploration in Augmented Reality,2019,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.684765+00:00,True,CE3,
471764,HYPOalert: Designing Mobile Technology for Hypoglycemic Detection and Monitoring--Based on Human Breath,2018,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.729293+00:00,True,CE3,
471682,Impact in Software Engineering Activities After One Year of COVID-19 Restrictions for Startups and Established Companies,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.841192+00:00,True,CE3,
471702,Integrating Generative AI with Network Digital Twin for 6G: An Edge-Cloud Collaborative Approach,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.309358+00:00,True,CE3,
471814,Integrating mobile devices into the car ecosystem: tablets and smartphones as vital part of the car,2011,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.887049+00:00,True,CE7,
471815,Integrating requirements engineering and user experience design in product life cycle management,2012,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.926831+00:00,True,CE2,
471677,Integrating Software and Systems Engineering: A Framework for Human-Centric Design of Augmented Reality Applications,2024,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:31:37.730163+00:00,True,CE3,
471685,Intelligent Construction and Performance Optimization of Educational Resource Sharing Platform,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.919457+00:00,True,CE3,
471794,Interactive design method based on computer graphics technology in digital media art,2024,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.435120+00:00,True,CE3;CE7,
471748,"Internet of Profiling - Traffic, Users and Applications",2018,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.367369+00:00,True,CE3,
471791,"Investigating the use of UAUDG-VI in the mobile applications design for visually impaired considering accessibility, usability and UX: a feasibility study and an evaluation with experts",2022,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.320092+00:00,True,CE3,
471708,Jul@ - A web app to support the political participation of adolescents and young adults in rural areas,2023,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:32:16.887120+00:00,True,CE7,
471775,Learning organizational knowledge: an evolutionary proposal for requirements engineering,2002,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.942791+00:00,True,CI1,
471668,Leveraging Software Engineering Practices to Enhance Nursing Informatics Systems Development: A Systematic Literature Review,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.583874+00:00,True,CE6,
471634,Lightweight Requirements Engineering for Exascale Co-design,2018,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.947226+00:00,True,CE3,
471769,Looking back at plan AHEAD™: exercising user- centered design in emergency management,2005,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.821191+00:00,True,CI1,
471795,Low Cost User Experience (UX) Design,2014,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.469184+00:00,True,CE7,
471688,Mapping Learning Objectives of Project-Based Undergraduate Software Engineering Courses to CC2020 Competency Model,2023,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.040005+00:00,True,CE3,
471683,Massive open online courses in software engineering education,2017,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.863333+00:00,True,CE3,
471750,Message from the ASE4Games 2021 Chairs,2021,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.406725+00:00,True,CE1;CE7,
471711,"mHealth4Afrika alpha validation in rural and deep rural clinics in Ethiopia, Kenya, Malawi and South Africa",2017,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.484445+00:00,True,CE2,
471610,Migrating a Software Factory to Design Thinking: Paying Attention to People and Mind-Sets,2020,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:33:26.482869+00:00,True,CE7,
471643,m-Learning in the Education of Multimedia Technologists and Designers at the University Level: A User Requirements Study,2010,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.122117+00:00,True,CE3,
471786,Mobile application for monitoring oncological treatments of children of the Carlos Portela Foundation,2018,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.170192+00:00,True,CE3,
471729,Modelling WS-RF based Enterprise Applications,2006,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.886506+00:00,True,CE7;CI1,
471719,Modular exoskeleton design: Requirement engineering with KAOS,2016,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.702161+00:00,True,CE3,
471716,Need Analysis for Community-Based Food Recommendation System,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.642981+00:00,True,CE3;CE7,
471809,NewsThings: Exploring Interdisciplinary IoT News Media Opportunities via User-Centred Design,2018,172,,,E,1,0,1,0,False,E,,,2026-07-27T20:33:51.233609+00:00,True,CE4,
471817,On-line fault detection in a hardware/software co-design environment: system partitioning,2001,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:23.016705+00:00,True,CE3;CI1,
471601,Online Learning Design for Fundamental Arabic Language with User-Centered Design Approach,2019,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.949825+00:00,True,CE3,
471732,On Reconfiguration Theory of Discrete-Event Systems: From Initial Specification Until Final Deployment,2019,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.949165+00:00,True,CE3,
471740,On the Road to Enriching the App Improvement Process with Emotions,2019,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:35:17.760974+00:00,True,CE5,
471656,Optimized multi-attribute co-design for maximizing efficiency in Wireless Sensor Networks,2015,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.359878+00:00,True,CE3,
471655,Petri nets as supporting formalism within Embedded Systems Co-design,2006,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.341787+00:00,True,CE3,
471798,Poster: An exploratory analysis to elicit requirements for avatar-based interfaces aimed at the deaf community,2023,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.541990+00:00,True,CE7,
471718,Prediction of Round-Trip Time in 5G NSA Networks in Urban Environment,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.684045+00:00,True,CE3,
471681,Prioritizing Customer Requirements for Science and Technology Service Platform Based on Improved TF-IDF and Sentiment Analysis,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.823305+00:00,True,CE3,
471595,Producing Design Solutions for Vocabulary Game Using User Centered Design (UCD),2021,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.806775+00:00,True,CE3,
471675,Producing Successful Design Website of Video Based Learning in Hybrid Learning of Higher Education,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.714013+00:00,True,CE3,
471736,Programming Situational Mobile Web Applications with Cloud-Mobile Convergence: An Internetware-Oriented Approach,2019,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.037824+00:00,True,CE3,
471714,Proposal for Validating a Requirement Elicitation Process Using Action-Research,2024,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:35:43.747885+00:00,True,CI3,
471803,Prototipa\c{c}\~{a}o de software e design participativo: uma experi\^{e}ncia do atl\^{a}ntico,2008,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:22.653157+00:00,True,CE7;CI1,
471687,QoE-Oriented Routing Mixing Application KPIs and Link Metrics Through Machine Learning,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.001758+00:00,True,CE3,
471625,Reimagining the Insulin Pump User Experience,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.599519+00:00,True,CE3,
471772,ReMoNo: Teaching Web Development Concepts with REquirements MOdeling and NO-Code Tools,2025,172,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.880242+00:00,True,CE3,
471703,Requirement Patterns for Multicore Systems,2012,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.327516+00:00,True,CE3;CE7,
471627,Requirements Bazaar: Social requirements engineering for community-driven innovation,2013,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:36:10.678144+00:00,True,CE7,
471728,Responsible AI Engineering: The Case of an Inclusive Image Annotation Team,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.864372+00:00,True,CE3,
471663,Responsible use of AI in Software Solutions for Neurodiverse and Elderly Communities in the Nordic Countries,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.492944+00:00,True,CE7,
471647,Rich-IDM: Transforming the user experience of legacy applications,2011,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.194382+00:00,True,CE3,
471666,Roadblocks to UCD Integration,2016,173,,,E,1,0,1,0,False,E,,,2026-07-27T20:36:31.010807+00:00,True,CE6,
471673,SBI-Lab: Designing Sharia Business Incubator on Virtual Version for Developing Halal Product Competitiveness in Indonesia,2022,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:19.677900+00:00,True,CE3,
471746,Scalable Video Streaming Solutions Using Federated Learning,2024,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.322882+00:00,True,CE3,
471596,Scenarios in user-centred design-setting the stage for reflection and action,1999,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:17.837481+00:00,True,CI1,
471619,SecondLook: Participatory Design Process to Create a Phone App that Detects Digital Dating Abuse,2016,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:18.464406+00:00,True,CE3,
471745,"Service Mobility with SIP, SDP and MPEG-21",2007,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:21.303698+00:00,True,CI1,
471695,Shaping requirements for institutional Web applications: experience from an industrial project,2005,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.179861+00:00,True,CI1,
471696,Smart Sensors in the Design of a Medication Management System: Enhancing Patient Autonomy,2025,173,,,E,1,0,1,0,False,E,,,2026-05-28T17:42:20.198047+00:00,True,CE3,
